order_id,date,region,product_category,product_name,quantity,unit_price,revenue,customer_id
114,2023-11-10,Midwest,Clothing,T-Shirt,7,318.97,2232.79,C860
115,2024-07-02,Southeast,Clothing,Jacket,16,280.11,4481.76,C703
116,2024-06-21,Southwest,Home,Lamp,7,299.76,2098.32,C469
117,2023-07-03,Midwest,Electronics,Keyboard,5,277.94,1389.7,C155
118,2024-07-20,Midwest,Clothing,Sneakers,4,873.35,3493.4,C687
119,2023-10-19,West,Sports,Bike,11,188.44,2072.84,C152
120,2023-09-16,West,Electronics,Laptop,13,494.28,6425.64,C690
121,2024-10-06,Northeast,Clothing,Jacket,19,949.37,18038.03,C187
122,2023-09-12,Northeast,Food,Olive Oil,20,598.14,11962.8,C733
123,2023-08-20,Southwest,Sports,Bike,15,300.86,4512.9,C702
124,2024-03-15,Midwest,Food,Chocolate,2,611.58,1223.16,C857
125,2023-04-12,Southeast,Clothing,Jeans,3,161.27,483.81,C277
126,2024-07-19,Northeast,Clothing,T-Shirt,14,453.25,6345.5,C708
127,2024-04-26,Midwest,Electronics,Phone,10,708.41,7084.1,C819
128,2024-04-09,Northeast,Clothing,Jeans,19,662.87,12594.53,C302
129,2024-03-11,Northeast,Food,Granola,5,908.86,4544.3,C946
130,2023-05-26,Northeast,Electronics,Phone,10,597.06,5970.6,C944
131,2024-08-05,Midwest,Sports,Basketball,15,690.23,10353.45,C816
132,2024-02-17,Midwest,Food,Chocolate,16,440.57,7049.12,C712
133,2023-02-10,West,Home,Toaster,9,30.74,276.66,C334
134,2024-11-21,Southwest,Food,Coffee,9,578.36,5205.24,C881
135,2023-06-29,West,Food,Olive Oil,9,185.58,1670.22,C699
136,2024-03-22,West,Electronics,Monitor,12,411.3,4935.6,C428
137,2024-11-17,Northeast,Clothing,Jeans,14,695.2,9732.8,C395
138,2024-11-09,West,Food,Coffee,15,92.62,1389.3,C358
139,2023-11-28,Northeast,Sports,Helmet,1,659.37,659.37,C655
140,2024-04-18,West,Electronics,Phone,17,364.97,6204.49,C874
141,2024-05-25,West,Electronics,Phone,9,551.47,4963.23,C394
142,2024-03-24,West,Electronics,Laptop,20,800.31,16006.2,C826
143,2023-06-12,Midwest,Food,Coffee,18,410.95,7397.1,C330
144,2023-04-27,West,Electronics,Phone,16,932.98,14927.68,C398
145,2024-06-05,Midwest,Sports,Bike,16,247.51,3960.16,C664
146,2023-05-29,West,Clothing,Hat,17,747.55,12708.35,C239
147,2023-03-13,Midwest,Sports,Dumbbells,17,270.83,4604.11,C102
148,2023-10-17,Midwest,Food,Chocolate,16,865.93,13854.88,C557
149,2024-07-05,West,Home,Rug,18,764.05,13752.9,C486
150,2024-04-11,Midwest,Clothing,Jacket,19,386.05,7334.95,C976
151,2024-02-25,Northeast,Home,Blender,13,389.14,5058.82,C779
152,2024-10-29,Southeast,Sports,Basketball,5,504.77,2523.85,C704
153,2023-12-06,Northeast,Sports,Basketball,17,910.88,15484.96,C115
154,2023-05-28,West,Clothing,T-Shirt,16,782.61,12521.76,C371
155,2023-12-13,Southwest,Sports,Basketball,11,853.07,9383.77,C979
156,2024-06-30,West,Home,Blender,18,40.72,732.96,C170
157,2023-08-29,Midwest,Clothing,T-Shirt,14,978.44,13698.16,C878
158,2024-10-10,Northeast,Sports,Yoga Mat,10,903.9,9039.0,C147
159,2023-11-29,Northeast,Home,Rug,12,433.53,5202.36,C350
160,2024-06-27,West,Food,Granola,6,179.19,1075.14,C724
161,2024-01-27,Southwest,Clothing,Sneakers,19,147.4,2800.6,C572
162,2024-10-15,Midwest,Sports,Dumbbells,1,899.4,899.4,C576
163,2023-10-22,Southwest,Clothing,T-Shirt,15,945.5,14182.5,C701
164,2023-11-03,West,Home,Blender,10,203.22,2032.2,C493
165,2024-05-09,Northeast,Clothing,Sneakers,19,362.16,6881.04,C402
166,2024-12-17,Midwest,Electronics,Monitor,9,13.06,117.54,C985
167,2024-12-03,Northeast,Food,Olive Oil,10,776.85,7768.5,C335
168,2024-09-13,Midwest,Clothing,Jacket,20,254.37,5087.4,C873
169,2024-11-06,Southeast,Electronics,Laptop,10,789.66,7896.6,C134
170,2024-08-16,Midwest,Clothing,T-Shirt,10,330.08,3300.8,C525
171,2023-06-29,Southeast,Clothing,Hat,12,533.19,6398.28,C379
172,2023-06-18,Midwest,Sports,Dumbbells,11,805.2,8857.2,C579
173,2023-03-19,Southeast,Clothing,Sneakers,18,368.94,6640.92,C909
174,2024-02-09,Northeast,Home,Toaster,4,457.51,1830.04,C788
175,2024-11-19,Midwest,Food,Olive Oil,12,112.8,1353.6,C339
176,2024-04-27,Northeast,Food,Chocolate,11,915.67,10072.37,C326
177,2024-10-25,Northeast,Sports,Dumbbells,14,121.09,1695.26,C146
178,2023-02-08,Midwest,Sports,Basketball,4,238.62,954.48,C650
179,2023-05-19,West,Sports,Dumbbells,18,422.03,7596.54,C860
180,2023-06-08,West,Electronics,Monitor,20,411.07,8221.4,C386
181,2023-02-03,Midwest,Clothing,Sneakers,15,950.79,14261.85,C975
182,2024-01-07,Northeast,Home,Toaster,12,65.25,783.0,C382
183,2023-07-14,Northeast,Sports,Basketball,7,643.49,4504.43,C711
184,2023-01-22,Northeast,Home,Pillow,5,788.04,3940.2,C310
185,2023-03-12,Southwest,Clothing,Hat,7,813.98,5697.86,C338
186,2023-12-03,Southeast,Food,Coffee,9,859.11,7731.99,C248
187,2023-05-14,Southwest,Home,Pillow,4,662.75,2651.0,C126
188,2023-05-15,Northeast,Home,Pillow,19,327.15,6215.85,C278
189,2023-09-29,Northeast,Clothing,Sneakers,17,118.08,2007.36,C165
190,2024-05-02,West,Home,Toaster,19,113.51,2156.69,C615
191,2023-08-15,Southwest,Electronics,Keyboard,10,460.75,4607.5,C131
192,2023-03-04,West,Sports,Bike,4,492.81,1971.24,C554
193,2023-03-17,Northeast,Home,Toaster,5,70.35,351.75,C381
194,2024-10-01,Southwest,Food,Pasta,13,994.64,12930.32,C643
195,2023-10-29,West,Food,Chocolate,14,103.68,1451.52,C818
196,2023-04-28,Southwest,Clothing,Sneakers,15,888.64,13329.6,C523
197,2023-12-14,West,Sports,Bike,4,315.98,1263.92,C420
198,2024-11-12,Midwest,Home,Pillow,16,71.8,1148.8,C951
199,2023-03-29,Northeast,Sports,Basketball,12,812.7,9752.4,C669
200,2023-03-03,Southwest,Food,Chocolate,11,671.66,7388.26,C520
201,2023-12-29,West,Electronics,Tablet,20,315.88,6317.6,C206
202,2024-08-14,Southwest,Clothing,Jacket,16,228.12,3649.92,C210
203,2023-12-25,Southwest,Home,Lamp,9,576.22,5185.98,C926
204,2024-03-15,Southwest,Food,Chocolate,18,31.12,560.16,C773
205,2024-12-11,Midwest,Electronics,Phone,9,704.18,6337.62,C416
206,2023-12-14,Midwest,Electronics,Phone,5,568.48,2842.4,C510
207,2023-03-13,Southeast,Electronics,Laptop,17,219.06,3724.02,C529
208,2024-04-09,Midwest,Clothing,Jeans,10,722.98,7229.8,C895
209,2024-08-04,Southwest,Electronics,Laptop,5,161.62,808.1,C732
210,2023-02-20,Northeast,Home,Blender,14,488.23,6835.22,C552
211,2024-02-29,Midwest,Clothing,Hat,4,348.44,1393.76,C213
212,2023-10-18,Southwest,Sports,Helmet,10,50.19,501.9,C504
213,2024-09-05,Northeast,Electronics,Phone,10,945.59,9455.9,C885
214,2023-05-21,Midwest,Home,Rug,4,12.69,50.76,C864
215,2024-03-16,Southeast,Clothing,Sneakers,18,705.15,12692.7,C612
216,2024-07-26,Midwest,Electronics,Monitor,2,439.03,878.06,C570
217,2023-03-21,Midwest,Food,Olive Oil,19,407.4,7740.6,C755
218,2024-03-03,Midwest,Electronics,Monitor,1,966.36,966.36,C275
219,2024-09-24,West,Home,Lamp,14,845.25,11833.5,C349
220,2024-03-22,Southwest,Sports,Helmet,3,398.78,1196.34,C417
221,2023-12-14,Southeast,Home,Pillow,3,512.93,1538.79,C216
222,2024-06-27,Southwest,Clothing,Jeans,12,728.73,8744.76,C938
223,2024-10-22,Southeast,Clothing,T-Shirt,5,259.69,1298.45,C277
224,2024-09-08,Southeast,Electronics,Phone,16,466.63,7466.08,C677
225,2024-08-16,West,Food,Chocolate,11,864.92,9514.12,C742
226,2023-11-20,Southeast,Sports,Basketball,16,444.99,7119.84,C410
227,2023-10-09,Southwest,Electronics,Tablet,17,78.82,1339.94,C572
228,2024-04-07,Northeast,Electronics,Tablet,10,81.35,813.5,C984
229,2023-04-03,Southwest,Food,Chocolate,13,465.39,6050.07,C667
230,2023-02-12,West,Food,Granola,11,606.97,6676.67,C613
231,2023-06-04,Northeast,Sports,Basketball,11,982.46,10807.06,C186
232,2024-05-31,Southeast,Electronics,Phone,15,991.02,14865.3,C636
233,2024-06-19,Southwest,Clothing,Jeans,12,918.34,11020.08,C496
234,2024-02-23,Midwest,Food,Coffee,11,70.58,776.38,C196
235,2024-07-25,West,Home,Rug,20,873.9,17478.0,C441
236,2023-03-25,Southwest,Clothing,Jeans,10,967.85,9678.5,C815
237,2024-11-09,West,Clothing,Hat,3,313.03,939.09,C485
238,2024-10-20,Midwest,Clothing,Hat,3,647.79,1943.37,C533
239,2024-06-04,Midwest,Electronics,Tablet,10,184.36,1843.6,C319
240,2023-12-16,West,Clothing,Jacket,5,159.17,795.85,C402
241,2023-04-14,Southwest,Food,Chocolate,2,663.61,1327.22,C997
242,2024-09-24,Southeast,Food,Olive Oil,5,166.43,832.15,C951
243,2024-12-10,Southwest,Clothing,Sneakers,2,413.8,827.6,C792
244,2023-09-01,West,Food,Pasta,15,237.83,3567.45,C344
245,2023-11-13,West,Clothing,Jeans,19,984.51,18705.69,C572
246,2023-10-16,West,Food,Chocolate,14,966.43,13530.02,C936
247,2023-07-24,Southwest,Clothing,Jeans,2,642.97,1285.94,C995
248,2024-01-16,Southwest,Electronics,Keyboard,4,288.63,1154.52,C881
249,2023-06-14,Midwest,Sports,Helmet,5,831.88,4159.4,C193
250,2023-08-16,West,Home,Lamp,14,57.99,811.86,C614
251,2024-01-18,Southeast,Sports,Basketball,12,228.41,2740.92,C426
252,2023-04-12,Midwest,Clothing,Jacket,2,290.44,580.88,C949
253,2024-04-28,Southeast,Sports,Bike,20,10.22,204.4,C181
254,2023-01-20,Midwest,Clothing,Jacket,18,940.52,16929.36,C723
255,2024-06-24,West,Electronics,Tablet,8,304.64,2437.12,C148
256,2023-09-02,West,Food,Olive Oil,3,115.3,345.9,C611
257,2024-09-03,Southwest,Electronics,Keyboard,19,245.73,4668.87,C247
258,2023-10-26,West,Electronics,Keyboard,12,244.36,2932.32,C526
259,2023-07-11,Northeast,Food,Pasta,3,953.63,2860.89,C657
260,2024-06-03,Southwest,Food,Coffee,13,873.96,11361.48,C144
261,2024-10-12,West,Home,Rug,1,360.3,360.3,C169
262,2023-12-20,Southeast,Electronics,Keyboard,11,137.74,1515.14,C460
263,2024-07-13,Midwest,Clothing,Sneakers,16,633.57,10137.12,C930
264,2023-05-19,Northeast,Sports,Basketball,10,205.58,2055.8,C910
265,2023-07-24,Northeast,Home,Rug,17,401.23,6820.91,C934
266,2024-07-10,West,Home,Lamp,7,289.68,2027.76,C982
267,2023-02-18,Midwest,Home,Lamp,12,439.76,5277.12,C509
268,2024-03-26,West,Home,Pillow,16,693.6,11097.6,C476
269,2024-06-15,Midwest,Electronics,Monitor,3,433.45,1300.35,C942
270,2023-07-04,Southwest,Home,Rug,4,84.67,338.68,C776
271,2023-10-30,Midwest,Sports,Helmet,14,170.81,2391.34,C554
272,2023-12-26,West,Electronics,Tablet,20,998.15,19963.0,C381
273,2024-10-16,Northeast,Electronics,Monitor,12,515.52,6186.24,C867
274,2024-11-26,Southeast,Electronics,Phone,20,679.69,13593.8,C548
275,2023-02-05,Southeast,Electronics,Phone,12,365.34,4384.08,C680
276,2023-02-03,Southwest,Clothing,Sneakers,12,375.15,4501.8,C881
277,2023-03-20,Southwest,Clothing,Hat,12,401.04,4812.48,C765
278,2023-10-13,Southeast,Electronics,Laptop,6,501.54,3009.24,C496
279,2024-07-29,Northeast,Home,Rug,15,218.5,3277.5,C726
280,2023-10-20,West,Clothing,T-Shirt,5,853.55,4267.75,C562
281,2023-06-26,West,Electronics,Tablet,12,710.99,8531.88,C663
282,2024-07-09,Midwest,Home,Pillow,6,794.72,4768.32,C620
283,2023-08-18,Northeast,Clothing,Jacket,8,791.41,6331.28,C126
284,2024-01-05,Southwest,Food,Pasta,15,804.64,12069.6,C664
285,2023-05-13,Southwest,Electronics,Laptop,10,401.17,4011.7,C834
286,2024-05-05,Southwest,Sports,Bike,19,78.38,1489.22,C424
287,2024-10-19,Northeast,Sports,Bike,17,347.79,5912.43,C999
288,2024-07-18,Southwest,Clothing,Jacket,14,505.34,7074.76,C989
289,2023-02-26,Northeast,Food,Granola,10,168.83,1688.3,C430
290,2024-12-27,Southeast,Home,Toaster,10,846.7,8467.0,C356
291,2023-07-21,Southwest,Home,Pillow,10,616.35,6163.5,C195
292,2024-05-29,Southeast,Food,Chocolate,5,175.34,876.7,C739
293,2024-09-11,Midwest,Food,Coffee,1,85.82,85.82,C756
294,2024-08-13,Midwest,Clothing,Hat,14,620.01,8680.14,C131
295,2024-05-24,Southwest,Home,Rug,16,248.65,3978.4,C926
296,2024-12-02,West,Home,Blender,3,690.16,2070.48,C261
297,2024-03-26,West,Sports,Bike,7,343.49,2404.43,C247
298,2023-11-17,Midwest,Home,Blender,5,761.85,3809.25,C627
299,2024-07-29,Northeast,Home,Pillow,15,126.91,1903.65,C560
300,2023-09-11,Southeast,Electronics,Laptop,10,945.65,9456.5,C984
301,2024-09-22,West,Clothing,Jacket,11,934.07,10274.77,C838
302,2023-11-17,Southeast,Clothing,Sneakers,17,469.48,7981.16,C415
303,2024-05-24,Northeast,Electronics,Monitor,17,459.94,7818.98,C346
304,2023-08-09,Southwest,Home,Lamp,2,284.95,569.9,C711
305,2024-10-31,West,Home,Toaster,1,847.93,847.93,C541
306,2023-05-18,Midwest,Home,Blender,12,50.02,600.24,C152
307,2024-08-06,Southwest,Clothing,Jeans,18,292.16,5258.88,C495
308,2024-05-31,West,Food,Pasta,20,681.99,13639.8,C221
309,2023-05-12,Northeast,Sports,Dumbbells,11,560.04,6160.44,C474
310,2023-05-28,Southeast,Food,Chocolate,13,502.57,6533.41,C146
311,2023-02-09,Southeast,Home,Blender,17,459.7,7814.9,C720
312,2024-06-11,Southeast,Home,Toaster,11,166.69,1833.59,C731
313,2023-11-03,Southwest,Home,Toaster,17,534.67,9089.39,C825
314,2024-07-30,Midwest,Sports,Basketball,12,334.58,4014.96,C212
315,2024-03-02,Southwest,Home,Lamp,20,477.21,9544.2,C771
316,2024-08-15,Southwest,Clothing,T-Shirt,19,483.04,9177.76,C636
317,2024-10-06,Southwest,Sports,Yoga Mat,8,36.41,291.28,C817
318,2023-04-23,Southeast,Electronics,Monitor,11,421.68,4638.48,C522
319,2024-12-08,Southeast,Sports,Helmet,20,920.91,18418.2,C993
320,2023-03-05,Southeast,Food,Granola,18,328.42,5911.56,C778
321,2024-05-04,Southwest,Sports,Dumbbells,6,462.36,2774.16,C645
322,2023-12-17,Southwest,Home,Rug,20,486.75,9735.0,C352
323,2023-10-13,Southwest,Home,Pillow,10,772.31,7723.1,C821
324,2023-08-01,West,Home,Blender,12,562.68,6752.16,C914
325,2023-10-08,Midwest,Electronics,Keyboard,18,382.79,6890.22,C504
326,2023-12-20,Southeast,Home,Lamp,10,955.53,9555.3,C180
327,2023-12-21,West,Home,Blender,7,206.06,1442.42,C651
328,2023-10-05,Southwest,Home,Pillow,4,617.59,2470.36,C700
329,2023-09-03,Southeast,Electronics,Keyboard,8,639.75,5118.0,C153
330,2023-04-13,West,Home,Blender,4,682.78,2731.12,C240
331,2023-01-06,Southwest,Clothing,Sneakers,16,480.06,7680.96,C304
332,2023-10-22,Midwest,Home,Lamp,3,654.03,1962.09,C337
333,2024-07-01,Northeast,Clothing,Sneakers,6,934.24,5605.44,C137
334,2024-02-11,West,Clothing,Jeans,2,14.22,28.44,C681
335,2024-09-09,Northeast,Home,Rug,15,989.14,14837.1,C656
336,2024-06-20,West,Clothing,Hat,15,276.47,4147.05,C928
337,2023-04-26,Midwest,Clothing,Sneakers,9,720.0,6480.0,C114
338,2023-12-12,Midwest,Food,Granola,6,612.89,3677.34,C754
339,2024-02-20,West,Food,Pasta,3,403.83,1211.49,C197
340,2023-07-09,Southeast,Sports,Dumbbells,8,11.8,94.4,C492
341,2023-08-30,West,Home,Rug,10,584.54,5845.4,C686
342,2023-01-12,Midwest,Home,Pillow,2,669.44,1338.88,C576
343,2023-11-11,Southeast,Sports,Helmet,10,691.83,6918.3,C754
344,2023-10-30,Midwest,Food,Granola,8,957.56,7660.48,C589
345,2023-06-06,West,Food,Pasta,14,703.42,9847.88,C582
346,2024-07-04,Southeast,Clothing,Hat,3,527.87,1583.61,C640
347,2024-12-21,Midwest,Electronics,Keyboard,4,66.45,265.8,C660
348,2024-06-01,Southeast,Food,Chocolate,5,168.71,843.55,C974
349,2024-06-16,West,Electronics,Phone,19,491.38,9336.22,C622
350,2024-04-01,Northeast,Sports,Yoga Mat,17,418.34,7111.78,C677
351,2023-03-01,Southwest,Sports,Dumbbells,1,398.97,398.97,C936
352,2023-01-04,Southeast,Food,Coffee,2,426.57,853.14,C817
353,2023-03-07,Southwest,Electronics,Laptop,16,36.58,585.28,C518
354,2023-07-04,Southeast,Sports,Dumbbells,13,451.29,5866.77,C486
355,2024-01-20,Northeast,Food,Granola,12,123.04,1476.48,C650
356,2024-02-07,Southwest,Clothing,Jacket,1,757.39,757.39,C405
357,2024-04-19,Southwest,Sports,Helmet,13,824.24,10715.12,C353
358,2024-04-16,Midwest,Clothing,Jeans,7,937.71,6563.97,C842
359,2023-04-26,Northeast,Sports,Helmet,1,244.46,244.46,C168
360,2023-04-14,Southwest,Electronics,Monitor,20,673.66,13473.2,C993
361,2023-02-19,Southeast,Electronics,Monitor,15,238.17,3572.55,C322
362,2023-02-27,Southeast,Food,Pasta,8,816.7,6533.6,C849
363,2024-08-12,Midwest,Food,Chocolate,11,240.72,2647.92,C997
364,2023-05-27,Southwest,Clothing,Sneakers,10,278.78,2787.8,C670
365,2024-08-28,Southeast,Sports,Helmet,16,51.65,826.4,C452
366,2024-10-20,West,Food,Pasta,14,411.21,5756.94,C407
367,2024-01-21,Southeast,Food,Olive Oil,8,850.09,6800.72,C407
368,2024-12-25,Southeast,Sports,Basketball,18,415.61,7480.98,C526
369,2024-07-24,Southwest,Clothing,Sneakers,8,258.72,2069.76,C438
370,2024-10-24,Northeast,Sports,Dumbbells,3,537.95,1613.85,C949
371,2023-07-15,Northeast,Home,Blender,20,604.9,12098.0,C994
372,2023-03-16,Southeast,Food,Chocolate,7,481.99,3373.93,C990
373,2023-12-07,Midwest,Electronics,Phone,7,962.26,6735.82,C220
374,2024-05-05,Southeast,Food,Granola,13,915.54,11902.02,C665
375,2023-11-26,Midwest,Sports,Bike,18,650.47,11708.46,C415
376,2023-09-25,Midwest,Food,Olive Oil,15,103.11,1546.65,C839
377,2024-04-25,Midwest,Clothing,Jeans,11,416.86,4585.46,C676
378,2023-08-15,Southeast,Electronics,Tablet,18,935.08,16831.44,C693
379,2024-03-03,Midwest,Clothing,Jacket,11,233.87,2572.57,C683
380,2023-09-09,West,Food,Pasta,9,764.54,6880.86,C600
381,2024-10-19,West,Sports,Yoga Mat,12,173.42,2081.04,C837
382,2024-07-13,West,Clothing,Hat,2,526.32,1052.64,C959
